post,index,fullSentence,directivePhrase,religiousSegment,qAuthored,sourceType,currentClassification,proposedClassification,religious,ruling,reason
"2967","0","Switch private_reg_C.","Switch private_reg_C.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2971","0","Listen carefully ref re: proof v evidence.","Listen carefully ref re: proof v evidence.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2971","1","Define 'evidence'.","Define 'evidence'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2971","2","Listen to the clip again re: proof & evidence.","Listen to the clip again re: proof & evidence.","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"2971","3","Define 'brainwashing'.","Define 'brainwashing'.","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"2971","4","Think for yourself!","Think for yourself!","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"2972","0","Watch the news.","Watch the news.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2973","0","Think scope.","Think scope.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2980","0","Read carefully knowing what you know now.","Read carefully knowing what you know now.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2984","0","LOCATE (3) PUBLIC.","LOCATE (3) PUBLIC.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2984","1","THINK C_A [BRENNAN] AUTH SPY CAMPAIGN US SENATE UNDER HUSSEIN.","THINK C_A [BRENNAN] AUTH SPY CAMPAIGN US SENATE UNDER HUSSEIN.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2984","2","THINK C_A INSTALL CAMPAIGN US HOUSE & SENATE INFILTRATION.","THINK C_A INSTALL CAMPAIGN US HOUSE & SENATE INFILTRATION.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2987","0",">Return Power Back to the People",">Return Power Back to the People","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"2988","0","Define 'Lifelog' [DARPA].","Define 'Lifelog' [DARPA].","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2988","1","Define 'FB'.","Define 'FB'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2988","2","Compare & Contrast.","Compare & Contrast.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2989","0","Define 'Black Budget'.","Define 'Black Budget'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"299","0","Expand your thinking.","Expand your thinking.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2990","0","Expand your thinking.","Expand your thinking.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2990","1","Expand your thinking further.","Expand your thinking further.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2993","0","ASK YOURSELF A VERY SIMPLE QUESTION, WOULD YOU RELEASE (GO LIVE) TO THE PUBLIC ACROSS THE MEDIA ALL HIGHLY CLASSIFIED MATERIAL (NSA) ……………PRIOR TO…………..GETTING TO YOUR END DESTINATION?","ASK YOURSELF A VERY SIMPLE QUESTION, WOULD YOU RELEASE (GO LIVE) TO THE PUBLIC ACROSS THE MEDIA ALL HIGHLY CLASSIFIED MATERIAL (NSA) ……………PRIOR TO…………..GETTING TO YOUR END DESTINATION?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2994","0","STAY STRONG, PATRIOTS.","STAY STRONG, PATRIOTS.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2994","1","STAY UNITED, NOT DIVIDED.","STAY UNITED, NOT DIVIDED.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2998","0","Something you should explore further.","Something you should explore further.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"2999","0","Remember, it goes both ways.","Remember, it goes both ways.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3","0","Open your eyes.","Open your eyes.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3","1","Don't you think POTUS would be tweeting about removal given clear conflict.","Don't you think POTUS would be tweeting about removal given clear conflict.","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"3","2","Follow Huma.","Follow Huma.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3","3","Trust in your President.","Trust in your President.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3","4","God bless, Patriots.","God bless, Patriots.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_BLESSING_OR_VALEDICTION","A blessing, greeting or closing — it instructs no one."
"30","0","Think xkeysc on steroids.","Think xkeysc on steroids.","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"300","0","Don't come here again.","Don't come here again.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3000","0","Keep the calendar up-to-date, Patriot.","Keep the calendar up-to-date, Patriot.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3000","1","Check off and log.","Check off and log.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3004","0",">clear vision for the @DOJ",">clear vision for the @DOJ","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"3006","0","Think [Brennan] spy campaign > US SENATE","Think [Brennan] spy campaign > US SENATE","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3007","0","Define 'Protection'.","Define 'Protection'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3010","0","BE VIGILANT.","BE VIGILANT.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3014","0","ENJOY THE SHOW!","ENJOY THE SHOW!","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3016","0","Follow the MAPS.","Follow the MAPS.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3020","0","Define 'Surveillance state'.","Define 'Surveillance state'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3022","0","Define 'Spook'.","Define 'Spook'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3022","1","Define 'Shadow'.","Define 'Shadow'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3022","2","STAND STRONG, GINA.","STAND STRONG, GINA.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3025","0","Reconcile.","Reconcile.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3028","0","Think timing.","Think timing.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3028","1","SAVE AMERICA.","SAVE AMERICA.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3033","0","Stay in the LIGHT.","Stay in the LIGHT.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3033","1","Remain in open comms w/ Sen Graham & Grassley re: Whistleblower Protection Act.","Remain in open comms w/ Sen Graham & Grassley re: Whistleblower Protection Act.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3034","0","Stay tuned!","Stay tuned!","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3036","0","Re_read drop:","Re_read drop:","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3038","0",">Decide for yourself (be free from outside opinion).",">Decide for yourself (be free from outside opinion).","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"3038","1",">Decide for yourself (be objective in your conclusions).",">Decide for yourself (be objective in your conclusions).","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"3038","2",">Decide for yourself (be true in your own beliefs).",">Decide for yourself (be true in your own beliefs).","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"3038","3",">Decide for yourself (be open to following the facts).",">Decide for yourself (be open to following the facts).","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"3038","4",">Decide for yourself (be strong in defending your beliefs).",">Decide for yourself (be strong in defending your beliefs).","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"3038","5",">Decide for yourself (be resistant to blindly accepting fact-less statements).",">Decide for yourself (be resistant to blindly accepting fact-less statements).","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"3038","6",">Decide for yourself (be free)",">Decide for yourself (be free)","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"3038","7","Trust and put faith in yourself.","Trust and put faith in yourself.","","true","q_post_body","Q Directive","Q Directive","true","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"3040","0","Change We Can Believe In.","Change We Can Believe In.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
