Post,Sentence,GPT Category,Claude Category,Matches GPT,Confidence,Note
1010,ELECTION RIGGING.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1010,VACCINES [NOT ALL].,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1010,TOBACCO.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1010,OPIOIDS.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1010,REVELATIONS.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1011,NK DEFUSE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1011,RUSSIA TESTING NEW MISSILES.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1011,RUSSIA NEW THREAT.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1013,CLOWNS.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1044,HAMMER.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1048,RISK.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1052,NEW WORLD.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1082,POTUS & JFK JR.,Slogan / Heading / Label,Q Entities,NO,low,entity reference; split-sentence fragment (period after abbreviation broke the sentence)
1102,GLOBAL.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1105,2 BILLION PEOPLE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1105,GLOBAL.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1105,SCALE.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1138,HONEYPOTS.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1146,[SHOWERS].,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
1170,BOOM.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1170,BOOM.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1170,BOOM.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1170,BOOM!!!!!,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1173,BDT & DEFCON.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
1180,CARELESS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1183,WWG1WGA - JFK.,Slogan / Heading / Label,Q Themes,YES,high,the WWG1WGA motto
1220,HIV/AIDS.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1238,EVIL & CORRUPTION.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1241,ICBM.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1245,The Great Awakening.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1252,DIVISION.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1269,FACTS.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1269,HISTORY.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1269,THE GREAT AWAKENING.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1269,FOR HUMANITY - WAKE UP - LEARN.,Slogan / Heading / Label,Q Directives,NO,high,call to action
1296,"Personal thank you to the BO, Bakers, and Autists/Anons who continually dedicate their time and energy to the GREAT AWAKENING.",Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1306,SUM OF ALL FEARS.,Slogan / Heading / Label,Q Entities,NO,high,entity/organization reference
1307,SICK!,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1316,JUSTICE.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1318,JUSTICE.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1328,SKY EVENT.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
1339,TOGETHER.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1343,FREEDOM.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1343,TOGETHER.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1343,Dark to LIGHT.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1354,LOOP.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1372,PAIN.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1375,TOGETHER.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1425,PAIN!,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1434,RAPID FIRE.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1439,UNITY NOT DIVISION.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1440,BOOM.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1440,BOOM.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1440,BOOM.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1440,BOOM.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1440,A WEEK TO REMEMBER.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1440,DARK TO LIGHT.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1440,BLACKOUT NECESSARY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1443,Dark to LIGHT.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1443,EVIL.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1458,PANIC.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1464,Dark to Light.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1489,PEOPLE RESPOND TO LOGIC/FACTS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1489,POWER W/ THE PEOPLE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1489,GREAT AWAKENING.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1489,TRUTH.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1489,GOOD V EVIL.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1492,THEIR ONLY HOPE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1493,AT ALL COSTS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1493,SR 187 DISCOVERY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1494,(2) EXTINGUISHED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1496,KNOWN CONFLICT.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1498,[[RR]] @ WH.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1538,SHOCK AND AWE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1546,PAIN.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1546,PAIN.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1546,PAIN.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1573,PAIN.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1577,TOGETHER.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1585,TOGETHER.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1589,RED LINE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1589,SCAM.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1589,ABUSE OF EXEC POWERS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1589,ILLEGAL SPYING.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1589,FRAME.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1602,SHEEP NO MORE.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1602,RED WAVE.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1602,WHITE SQUALL.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
1609,'SILENT' MAJORITY NO MORE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1609,WHAT A WONDERFUL DAY.,Slogan / Heading / Label,Q Themes,YES,high,recurring refrain
1624,PAIN!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1644,Sheep no more.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1644,TOGETHER.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1645,TOGETHER.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1646,POWER TO THE PEOPLE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1646,GROUP THINK.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1646,PUBLIC SHAME AGAINST THOSE WHO CHALLENGE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1646,SLAVERY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1646,HATRED FOR AMERICA.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1646,SHEEP FOLLOW BLINDLY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1646,DARK TO LIGHT.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1646,COURAGE.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1646,TOGETHER.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1661,BANG!,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1664,FAKE NEWS!,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1684,PANIC!,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1686,DECLAS.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1688,Dark to LIGHT.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1702,EU BLINKED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1702,ZERO TARIFFS (US>EU).,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1702,AMERICA FIRST.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1702,>RUSSIA DELAY IN MEETING PUTIN (DC).,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1702,RECENT EXAMPLE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1711,LOGICAL THINKING.,Slogan / Heading / Label,Q Directives,NO,high,elliptical imperative — a nudge to the reader
1730,CLAS-5.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
1741,Dark to LIGHT.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1745,FISA = START.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1745,FISA BRINGS DOWN THE HOUSE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1745,LOGICAL THINKING.,Slogan / Heading / Label,Q Directives,NO,high,elliptical imperative — a nudge to the reader
1745,FOUNDATION BUILT HUBER.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1746,NOT ALL FEDERAL/CRIMINAL.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1763,Dark to LIGHT.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1774,FINALLY.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1786,The Great Awakening.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1794,ILLEGAL.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1797,SHEEP NO MORE.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1807,LOGICAL THINKING.,Slogan / Heading / Label,Q Directives,NO,high,elliptical imperative — a nudge to the reader
1822,FEAR & SCARE PUSH.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1824,AMERICA FIRST.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1831,TRUTH.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1836,NEW TRIP CONFIRMED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1836,/PF/ SAFE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1838,DISTRESS.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1862,FAKE NEWS = ENEMY OF THE PEOPLE.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1869,CLANDESTINE.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1870,DESTROY THE NARRATIVE.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1870,FREE INFORMATION.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1870,POWER BACK TO THE PEOPLE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1874,SEC TEST.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1878,SICK & DISGUSTING.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1881,[[[[HUNTERS]]]] BECOME THE HUNTED.,Slogan / Heading / Label,Q Themes,YES,high,slogan/heading — thematic language
1881,THE MORE YOU KNOW!!!!!,Slogan / Heading / Label,Q Themes,YES,high,recurring refrain
1883,WE STAND TOGETHER.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1884,SA [ACCESS] CLOSED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1884,EPSTEIN ISLAND [ACCESS] CLOSED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1884,HAITI [ACCESS] CLOSED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1884,NK [ACCESS] CLOSED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1884,CHINA [ACCESS] CLOSED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1884,RUSSA [ACCESS] CLOSED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1884,CUBA [ACCESS] CLOSED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1887,Dark to LIGHT.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
1892,BLACK OPS AGAINST USA.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1892,TOTAL TAKEOVER OF OUR COUNTRY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1892,TRAITORS ALL.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
1910,PATRIOTS ONE AND ALL.,Slogan / Heading / Label,Q Themes,YES,high,recurring movement refrain
